"","Title","Action","Adventure","Animation","Childrens","Comedy","Crime","Documentary","Drama","Fantasy","FilmNoir","Horror","Musical","Mystery","Romance","SciFi","Thriller","War","Western"
"798","Jimmy Hollywood (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"799","Manhattan Murder Mystery (1993)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"800","Menace II Society (1993)",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"801","Poetic Justice (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"802","Program, The (1993)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"803","Rising Sun (1993)",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"804","Shadow, The (1994)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"805","Thirty-Two Short Films About Glenn Gould (1993)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"806","Andre (1994)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"807","Celluloid Closet, The (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"808","Great Day in Harlem, A (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"809","One Fine Day (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"810","Candyman: Farewell to the Flesh (1995)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"811","Frisk (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"812","Girl 6 (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"813","Eddie (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"814","Space Jam (1996)",0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"815","Mrs. Winterbourne (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"816","Faces (1968)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"817","Mulholland Falls (1996)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"818","Great White Hype, The (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"819","Arrival, The (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"820","Phantom, The (1996)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"821","Daylight (1996)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"822","Alaska (1996)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"823","Fled (1996)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"824","Power 98 (1995)",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"825","Escape from L.A. (1996)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"826","Bogus (1996)",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"827","Bulletproof (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"828","Halloween: The Curse of Michael Myers (1995)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"829","Gay Divorcee, The (1934)",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"830","Ninotchka (1939)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"831","Meet John Doe (1941)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"832","In the Line of Duty 2 (1987)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"833","Loch Ness (1995)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"834","Last Man Standing (1996)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"835","Glimmer Man, The (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"836","Pollyanna (1960)",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"837","Shaggy Dog, The (1959)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"838","Freeway (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"839","That Thing You Do! (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"840","To Gillian on Her 37th Birthday (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"841","Looking for Richard (1996)",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"842","Murder, My Sweet (1944)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"843","Days of Thunder (1990)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"844","Perfect Candidate, A (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"845","Two or Three Things I Know About Her (1966)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"846","Bloody Child, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"847","Braindead (1992)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"848","Bad Taste (1987)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"849","Diva (1981)",1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
"850","Night on Earth (1991)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"851","Paris Was a Woman (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"852","Amityville: Dollhouse (1996)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"853","April Fool's Day (1986)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"854","Believers, The (1987)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"855","Nosferatu a Venezia (1986)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"856","Jingle All the Way (1996)",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"857","Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"858","My Fellow Americans (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"859","Michael (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"860","Whole Wide World, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"861","Hearts and Minds (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"862","Fools Rush In (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"863","Touch (1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"864","Vegas Vacation (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"865","Love Jones (1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"866","Picture Perfect (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"867","Career Girls (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"868","She's So Lovely (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"869","Money Talks (1997)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"870","Excess Baggage (1997)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"871","That Darn Cat! (1997)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"872","Peacemaker, The (1997)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"873","Soul Food (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"874","Washington Square (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"875","Telling Lies in America (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"876","Year of the Horse (1997)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"877","Phantoms (1998)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"878","Life Less Ordinary, A (1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"879","Eve's Bayou (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"880","One Night Stand (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"881","Tango Lesson, The (1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"882","Mortal Kombat: Annihilation (1997)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"883","Bent (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"884","Flubber (1997)",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"885","For Richer or Poorer (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"886","Home Alone 3 (1997)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"887","Scream 2 (1997)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"888","Sweet Hereafter, The (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"889","Time Tracers (1995)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"890","Postman, The (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"891","Winter Guest, The (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"892","Kundun (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"893","Mr. Magoo (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"894","Big Lebowski, The (1998)",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
"895","Afterglow (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"896","Ma vie en rose (My Life in Pink) (1997)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"897","Great Expectations (1998)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"898","Oscar & Lucinda (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"899","Vermin (1998)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"900","Half Baked (1998)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"901","Dangerous Beauty (1998)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"902","Nil By Mouth (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"903","Twilight (1998)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"904","U.S. Marshalls (1998)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"905","Love and Death on Long Island (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"906","Wild Things (1998)",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
"907","Primary Colors (1998)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"908","Lost in Space (1998)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"909","Mercury Rising (1998)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"910","City of Angels (1998)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"911","City of Lost Children, The (1995)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"912","Two Bits (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"913","Farewell My Concubine (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"914","Dead Man (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"915","Raise the Red Lantern (1991)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"916","White Squall (1996)",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"917","Unforgettable (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"918","Down Periscope (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"919","Flower of My Secret, The (Flor de mi secreto, La) (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"920","Craft, The (1996)",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"921","Harriet the Spy (1996)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"922","Chain Reaction (1996)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"923","Island of Dr. Moreau, The (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"924","First Kid (1996)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"925","Funeral, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"926","Preacher's Wife, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"927","Paradise Road (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"928","Brassed Off (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"929","Thousand Acres, A (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"930","Smile Like Yours, A (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"931","Murder in the First (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"932","Airheads (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"933","With Honors (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"934","What's Love Got to Do with It (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"935","Killing Zoe (1994)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"936","Renaissance Man (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"937","Charade (1963)",0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
"938","Fox and the Hound, The (1981)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"939","Big Blue, The (Grand bleu, Le) (1988)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"940","Booty Call (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"941","How to Make an American Quilt (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"942","Georgia (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"943","Indian in the Cupboard, The (1995)",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"944","Blue in the Face (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"945","Unstrung Heroes (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"946","Unzipped (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"947","Before Sunrise (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"948","Nobody's Fool (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"949","Pushing Hands (1992)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"950","To Live (Huozhe) (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"951","Dazed and Confused (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"952","Naked (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"953","Orlando (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"954","Ruby in Paradise (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"955","Some Folks Call It a Sling Blade (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"956","Month by the Lake, A (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"957","Funny Face (1957)",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"958","Affair to Remember, An (1957)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"959","Little Lord Fauntleroy (1936)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"960","Inspector General, The (1949)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"961","Winnie the Pooh and the Blustery Day (1968)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"962","Hear My Song (1991)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"963","Mediterraneo (1991)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"964","Passion Fish (1992)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"965","Grateful Dead (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"966","Eye for an Eye (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"967","Fear (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"968","Solo (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"969","Substitute, The (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"970","Heaven's Prisoners (1996)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"971","Trigger Effect, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"972","Mother Night (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"973","Dangerous Ground (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"974","Maximum Risk (1996)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"975","Rich Man's Wife, The (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"976","Shadow Conspiracy (1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"977","Blood & Wine (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"978","Turbulence (1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"979","Underworld (1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"980","Beautician and the Beast, The (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"981","Cats Don't Dance (1997)",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"982","Anna Karenina (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"983","Keys to Tulsa (1997)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"984","Head Above Water (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"985","Hercules (1997)",0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"986","Last Time I Committed Suicide, The (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"987","Kiss Me, Guido (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"988","Big Green, The (1995)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"989","Stuart Saves His Family (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"990","Cabin Boy (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"991","Clean Slate (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"992","Lightning Jack (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"993","Stupids, The (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"994","Pest, The (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"995","Geronimo: An American Legend (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"996","Double vie de Véronique, La (Double Life of Veronique, The) (1991)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"997","Until the End of the World (Bis ans Ende der Welt) (1991)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"998","Waiting for Guffman (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"999","I Shot Andy Warhol (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1000","Stealing Beauty (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1001","Basquiat (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1002","2 Days in the Valley (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1003","Private Parts (1997)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1004","Anaconda (1997)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1005","Romy and Michele's High School Reunion (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1006","Shiloh (1997)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1007","Con Air (1997)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1008","Trees Lounge (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1009","Tie Me Up! Tie Me Down! (1990)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1010","Die xue shuang xiong (Killer, The) (1989)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1011","Gaslight (1944)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"1012","8 1/2 (1963)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1013","Fast, Cheap & Out of Control (1997)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1014","Fathers' Day (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1015","Mrs. Dalloway (1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1016","Fire Down Below (1997)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1017","Lay of the Land, The (1997)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1018","Shooter, The (1995)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1019","Grumpier Old Men (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1020","Jury Duty (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1021","Beverly Hillbillies, The (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1022","Lassie (1994)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1023","Little Big League (1994)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1024","Homeward Bound II: Lost in San Francisco (1996)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1025","Quest, The (1996)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1026","Cool Runnings (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1027","Drop Dead Fred (1991)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"1028","Grease 2 (1982)",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"1029","Switchback (1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1030","Hamlet (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1031","Two if by Sea (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1032","Forget Paris (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1033","Just Cause (1995)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"1034","Rent-a-Kid (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1035","Paper, The (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1036","Fearless (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1037","Malice (1993)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1038","Multiplicity (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1039","She's the One (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1040","House Arrest (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1041","Ghost and Mrs. Muir, The (1947)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1042","Associate, The (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1043","Dracula: Dead and Loving It (1995)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"1044","Now and Then (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1045","Mr. Wrong (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1046","Simple Twist of Fate, A (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1047","Cronos (1992)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1048","Pallbearer, The (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1049","War, The (1994)",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1050","Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1051","Adventures of Pinocchio, The (1996)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1052","Evening Star, The (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1053","Four Days in September (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1054","Little Princess, A (1995)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1055","Crossfire (1947)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"1056","Koyaanisqatsi (1983)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1057","Balto (1995)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1058","Bottle Rocket (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1059","Star Maker, The (Uomo delle stelle, L') (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1060","Amateur (1994)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"1061","Living in Oblivion (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1062","Party Girl (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1063","Pyromaniac's Love Story, A (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
